product_id,avg_cost
16590,90.0
16592,2917.217143
16595,885.0
16600,66.693735
16601,1800.0
16603,90.0
16604,90.0
16605,90.0
16606,82.531646
16607,80.0
16608,84.081871
16609,90.0
16610,86.0
16612,80.0
16614,14500.0
16615,20600.0
16616,350.0
16626,228.26087
16627,2960.01
16628,3000.0
16629,1650.0
16630,2750.0
16631,45.83
16635,25.25
16637,15000.001667
16643,17250.0
16644,15000.0
16647,1000.0
16648,156.73913
16649,76.472262
16656,3500.0
16658,14000.0
16660,90.0
16661,90.0
16662,90.0
16663,48.260163
16664,47.503778
16665,46.785714
16666,45.714286
16667,45.0
16669,90.0
16670,47.142857
16682,1400.0
16686,1781.818182
16691,3000.0
16694,13857.580645
16698,1900.0
16699,2550.0
16700,2443.902439
16702,2500.0
